,year,month,intent,police,sex,age,race,place,education
90060,2014,10,Suicide,0,M,23.0,White,Other specified,HS/GED
90065,2014,10,Suicide,0,M,20.0,White,Home,HS/GED
90068,2014,10,Suicide,0,M,58.0,White,Home,Less than HS
90071,2014,10,Suicide,0,M,30.0,White,Other unspecified,HS/GED
90074,2014,10,Suicide,0,F,17.0,White,Home,Less than HS
90078,2014,10,Suicide,0,F,24.0,White,Trade/service area,Some college
90079,2014,10,Suicide,0,F,48.0,Black,Other specified,BA+
90083,2014,10,Suicide,0,F,41.0,White,Home,Some college
90089,2014,10,Suicide,0,M,76.0,White,Other specified,Less than HS
90092,2014,10,Accidental,0,M,19.0,Black,Home,Less than HS
90095,2014,9,Suicide,0,F,59.0,White,Trade/service area,BA+
90096,2014,10,Suicide,0,F,26.0,White,Home,Some college
90102,2014,10,Suicide,0,M,71.0,White,Other specified,HS/GED
90107,2014,10,Accidental,0,M,77.0,White,Other unspecified,Less than HS
90108,2014,10,Suicide,0,M,79.0,White,Home,Some college
90115,2014,10,Accidental,0,M,61.0,White,Home,HS/GED
90119,2014,10,Suicide,0,M,57.0,White,Other unspecified,HS/GED
90121,2014,10,Suicide,0,F,55.0,White,Home,HS/GED
90124,2014,10,Suicide,0,F,53.0,White,Other specified,Some college
90129,2014,10,Suicide,0,M,55.0,Black,Home,HS/GED
90131,2014,10,Suicide,0,M,74.0,Black,Home,HS/GED
90132,2014,10,Suicide,0,M,75.0,White,School/instiution,Less than HS
90134,2014,10,Suicide,0,M,34.0,White,Other unspecified,HS/GED
90137,2014,10,Suicide,0,M,70.0,White,Other specified,BA+
90142,2014,10,Suicide,0,F,44.0,White,Other specified,HS/GED
90147,2014,10,Suicide,0,M,60.0,White,Street,BA+
90150,2014,10,Suicide,0,M,77.0,White,Home,Less than HS
90151,2014,11,Suicide,0,M,32.0,White,Home,BA+
90155,2014,10,Suicide,0,M,84.0,White,Farm,HS/GED
90160,2014,11,Undetermined,0,M,5.0,Black,Home,Less than HS
90162,2014,10,Suicide,0,F,53.0,White,Home,Some college
90165,2014,11,Undetermined,0,M,47.0,White,Home,HS/GED
90171,2014,10,Suicide,0,M,20.0,Black,Other specified,Some college
90172,2014,11,Suicide,0,M,91.0,White,Home,HS/GED
90174,2014,11,Suicide,0,M,58.0,White,Farm,Less than HS
90175,2014,10,Suicide,0,M,23.0,Asian/Pacific Islander,Home,Some college
90177,2014,11,Suicide,0,M,57.0,White,Farm,Some college
90183,2014,11,Suicide,0,F,47.0,White,Other unspecified,HS/GED
90187,2014,11,Suicide,0,F,24.0,White,Other specified,Some college
90190,2014,11,Suicide,0,M,86.0,White,Other specified,Less than HS
90192,2014,11,Suicide,0,M,84.0,White,Other specified,HS/GED
90196,2014,11,Suicide,0,M,22.0,White,Home,Less than HS
90197,2014,11,Suicide,0,M,56.0,White,Home,BA+
90200,2014,11,Suicide,0,M,36.0,White,Other unspecified,BA+
90208,2014,11,Suicide,0,M,44.0,White,Home,HS/GED
90209,2014,11,Suicide,0,F,48.0,White,Home,Less than HS
90218,2014,11,Suicide,0,M,25.0,White,Other specified,HS/GED
90221,2014,11,Undetermined,0,M,30.0,White,Home,Less than HS
90226,2014,11,Accidental,0,M,19.0,Black,Home,HS/GED
90244,2014,11,Suicide,0,M,25.0,Black,Home,HS/GED
90245,2014,11,Suicide,0,M,39.0,Asian/Pacific Islander,Home,Less than HS
90248,2014,11,Suicide,0,F,49.0,White,Home,HS/GED
90250,2014,11,Suicide,0,M,66.0,White,Other unspecified,HS/GED
90254,2014,11,Suicide,0,M,43.0,White,Other unspecified,HS/GED
90255,2014,11,Suicide,0,M,66.0,White,Other unspecified,Some college
90258,2014,11,Suicide,0,M,31.0,White,Street,HS/GED
90266,2014,11,Suicide,0,F,48.0,White,Trade/service area,Some college
90268,2014,11,Suicide,0,M,22.0,White,Other specified,Some college
90271,2014,11,Suicide,0,F,57.0,White,Home,HS/GED
90276,2014,11,Suicide,0,M,67.0,White,Farm,BA+
90281,2014,12,Suicide,0,F,52.0,White,Home,HS/GED
90283,2014,12,Accidental,0,M,26.0,White,Street,HS/GED
90286,2014,12,Suicide,0,M,45.0,White,Other specified,Some college
90289,2014,12,Suicide,0,M,55.0,White,Other specified,BA+
90295,2014,12,Suicide,0,M,18.0,Black,Home,HS/GED
90297,2014,11,Accidental,0,M,21.0,Black,Home,HS/GED
90299,2014,10,Accidental,0,M,14.0,White,Home,Less than HS
90300,2014,12,Suicide,0,F,80.0,White,Home,HS/GED
90305,2014,12,Suicide,0,F,27.0,White,Home,Some college
90306,2014,12,Suicide,0,F,13.0,Asian/Pacific Islander,Home,Less than HS
90307,2014,12,Suicide,0,F,42.0,White,Home,HS/GED
90308,2014,12,Suicide,0,M,72.0,White,Other specified,Less than HS
90311,2014,12,Suicide,0,M,33.0,White,Trade/service area,HS/GED
90319,2014,12,Suicide,0,M,24.0,Black,Home,HS/GED
90321,2014,12,Accidental,0,M,63.0,White,Home,HS/GED
90326,2014,12,Suicide,0,M,83.0,White,Other specified,Less than HS
90331,2014,12,Accidental,0,M,22.0,White,Home,HS/GED
90335,2014,12,Suicide,0,F,55.0,White,Other specified,BA+
90342,2014,12,Suicide,0,M,62.0,White,Other specified,Some college
90344,2014,12,Suicide,0,M,46.0,White,Home,BA+
90345,2014,12,Suicide,0,M,34.0,White,Other unspecified,Some college
90351,2014,12,Suicide,0,F,64.0,White,Home,HS/GED
90355,2014,12,Suicide,0,M,23.0,White,Home,Less than HS
90365,2014,12,Accidental,0,M,29.0,White,Home,Less than HS
90367,2014,12,Suicide,0,M,43.0,White,Street,HS/GED
90369,2014,12,Suicide,0,M,21.0,Black,Other specified,Less than HS
90374,2014,1,Suicide,0,M,39.0,White,Other specified,HS/GED
90380,2014,1,Suicide,0,F,52.0,Native American/Native Alaskan,Other specified,Some college
90383,2014,1,Suicide,0,F,52.0,White,Other specified,HS/GED
90388,2014,1,Suicide,0,M,19.0,White,Home,Less than HS
90395,2014,1,Suicide,0,F,68.0,Black,Home,Some college
90406,2014,1,Suicide,0,M,44.0,Native American/Native Alaskan,Other specified,BA+
90409,2014,1,Suicide,0,M,52.0,White,School/instiution,HS/GED
90412,2014,2,Suicide,0,M,34.0,White,Other unspecified,Some college
90418,2014,2,Suicide,0,M,95.0,White,Home,BA+
90419,2014,2,Accidental,0,M,9.0,White,Other specified,Less than HS
90433,2014,2,Suicide,0,M,46.0,White,Industrial/construction,Some college
90435,2014,2,Suicide,0,M,37.0,White,Home,Less than HS
90436,2014,2,Suicide,0,F,28.0,White,Home,HS/GED
90439,2014,2,Suicide,0,M,30.0,White,Home,Less than HS
90442,2014,2,Suicide,0,F,44.0,White,Home,BA+
90446,2014,2,Suicide,0,F,39.0,Native American/Native Alaskan,Home,HS/GED
90447,2014,2,Suicide,0,M,68.0,White,Home,Less than HS
90448,2014,2,Accidental,0,M,28.0,White,Home,Less than HS
90449,2014,2,Suicide,0,M,43.0,White,Other specified,Some college
90450,2014,1,Suicide,0,F,48.0,Hispanic,Home,HS/GED
90453,2014,3,Suicide,0,M,73.0,White,Home,Less than HS
90461,2014,3,Suicide,0,F,22.0,Black,Residential institution,Some college
90464,2014,3,Suicide,0,F,76.0,White,Home,Some college
90465,2014,3,Suicide,0,F,25.0,Hispanic,Home,Some college
90466,2014,3,Suicide,0,F,29.0,White,Home,Less than HS
90468,2014,3,Suicide,0,M,52.0,White,Other unspecified,Some college
90471,2014,3,Suicide,0,M,69.0,White,Other specified,BA+
90472,2014,3,Suicide,0,M,34.0,White,Other specified,Some college
90473,2014,3,Suicide,0,M,57.0,White,Home,BA+
90479,2014,3,Accidental,0,M,2.0,White,Home,Less than HS
90484,2014,3,Suicide,0,M,58.0,White,Farm,BA+
90485,2014,3,Suicide,0,M,34.0,White,Home,Less than HS
90487,2014,3,Suicide,0,F,45.0,White,Home,Less than HS
90498,2014,4,Suicide,0,M,19.0,Native American/Native Alaskan,Street,HS/GED
90500,2014,3,Suicide,0,F,13.0,Asian/Pacific Islander,Home,Less than HS
90503,2014,4,Suicide,0,M,61.0,Black,Home,Some college
90507,2014,3,Suicide,0,M,17.0,Native American/Native Alaskan,Home,Less than HS
90510,2014,4,Suicide,0,M,70.0,White,Other specified,Less than HS
90513,2014,3,Suicide,0,F,40.0,Native American/Native Alaskan,Home,Some college
90517,2014,4,Suicide,0,M,44.0,White,Other specified,BA+
90519,2014,4,Suicide,0,M,49.0,Native American/Native Alaskan,Home,BA+
90521,2014,4,Suicide,0,M,55.0,White,Home,Less than HS
90524,2014,4,Suicide,0,F,56.0,White,Home,Some college
90527,2014,4,Suicide,0,M,36.0,White,Street,HS/GED
90528,2014,4,Suicide,0,M,46.0,White,Street,HS/GED
90532,2014,4,Suicide,0,M,80.0,White,Home,BA+
90538,2014,4,Suicide,0,M,26.0,Native American/Native Alaskan,Home,Less than HS
90540,2014,4,Suicide,0,M,75.0,White,Home,Some college
90543,2014,4,Suicide,0,M,33.0,Black,Home,HS/GED
90549,2014,4,Suicide,0,F,36.0,Hispanic,Other specified,Some college
90555,2014,5,Suicide,0,M,38.0,Native American/Native Alaskan,Home,Less than HS
90559,2014,5,Suicide,0,F,38.0,White,Home,Less than HS
90563,2014,5,Suicide,0,M,29.0,Asian/Pacific Islander,Home,Some college
90570,2014,5,Suicide,0,M,95.0,White,Home,Less than HS
90572,2014,5,Suicide,0,F,30.0,White,Home,HS/GED
90574,2014,5,Suicide,0,M,35.0,White,Street,BA+
90575,2014,4,Suicide,0,M,23.0,White,Other specified,Some college
90585,2014,6,Suicide,0,F,51.0,White,Home,Less than HS
90586,2014,5,Suicide,0,F,37.0,White,Home,Some college
90589,2014,6,Suicide,0,M,82.0,Native American/Native Alaskan,Home,HS/GED
90590,2014,5,Suicide,0,M,23.0,Black,Other specified,HS/GED
90592,2014,5,Suicide,0,M,40.0,Native American/Native Alaskan,Home,HS/GED
90593,2014,6,Suicide,0,M,30.0,Hispanic,Home,HS/GED
90596,2014,6,Suicide,0,M,59.0,White,Home,Less than HS
90601,2014,6,Suicide,0,M,75.0,White,Other specified,BA+
90602,2014,6,Suicide,0,M,49.0,White,Home,Less than HS
90614,2014,6,Suicide,0,M,18.0,White,Home,HS/GED
90617,2014,6,Suicide,0,M,77.0,White,Home,BA+
90621,2014,6,Suicide,0,M,36.0,White,Street,BA+
90623,2014,6,Suicide,0,F,47.0,White,Farm,BA+
90626,2014,6,Suicide,0,M,76.0,White,Other specified,BA+
90628,2014,6,Suicide,0,M,23.0,White,Street,Less than HS
90631,2014,6,Suicide,0,M,89.0,White,Home,HS/GED
90632,2014,6,Suicide,0,M,58.0,White,Home,Less than HS
90635,2014,6,Suicide,0,M,58.0,White,Trade/service area,Some college
90637,2014,6,Suicide,0,F,38.0,White,Home,BA+
90640,2014,6,Suicide,0,M,63.0,Black,Home,Some college
90641,2014,7,Suicide,0,M,26.0,Native American/Native Alaskan,Home,HS/GED
90643,2014,6,Undetermined,0,M,42.0,Black,Other unspecified,HS/GED
90645,2014,6,Suicide,0,M,43.0,Native American/Native Alaskan,Home,HS/GED
90648,2014,7,Suicide,0,M,59.0,Native American/Native Alaskan,Home,Some college
90650,2014,7,Suicide,0,F,56.0,White,Trade/service area,Less than HS
90651,2014,7,Suicide,0,M,49.0,White,Trade/service area,HS/GED
90653,2014,7,Suicide,0,F,21.0,White,Home,Some college
90657,2014,7,Suicide,0,M,33.0,White,Home,Less than HS
90658,2014,7,Suicide,0,M,66.0,White,Trade/service area,HS/GED
90660,2014,7,Accidental,0,M,63.0,Native American/Native Alaskan,Home,HS/GED
90661,2014,7,Suicide,0,M,69.0,Native American/Native Alaskan,Home,Less than HS
90664,2014,7,Suicide,0,F,54.0,White,Street,Some college
90665,2014,6,Suicide,0,M,31.0,Black,Home,Some college
90667,2014,7,Suicide,0,F,58.0,Black,Street,Some college
90675,2014,7,Suicide,0,F,26.0,Native American/Native Alaskan,Home,HS/GED
90679,2014,7,Suicide,0,F,17.0,White,Home,Less than HS
90681,2014,7,Suicide,0,M,42.0,Native American/Native Alaskan,Home,HS/GED
90682,2014,7,Suicide,0,F,54.0,White,Home,Less than HS
90687,2014,7,Suicide,0,M,17.0,White,Home,Less than HS
90688,2014,7,Suicide,0,M,32.0,White,Street,HS/GED
90692,2014,7,Suicide,0,M,45.0,Native American/Native Alaskan,Home,HS/GED
90697,2014,7,Suicide,0,M,52.0,White,Street,HS/GED
90702,2014,7,Suicide,0,F,55.0,White,Other specified,Some college
90703,2014,7,Suicide,0,M,18.0,White,Other specified,Less than HS
90704,2014,7,Suicide,0,F,75.0,White,School/instiution,HS/GED
90712,2014,8,Accidental,0,F,9.0,White,Home,Less than HS
90714,2014,8,Accidental,0,M,15.0,Black,Home,Less than HS
90715,2014,7,Suicide,0,M,53.0,Native American/Native Alaskan,Other specified,HS/GED
90717,2014,8,Suicide,0,M,63.0,White,Industrial/construction,HS/GED
90722,2014,8,Suicide,0,F,15.0,White,Home,Less than HS
90723,2014,8,Suicide,0,M,34.0,Hispanic,Home,HS/GED
90735,2014,8,Suicide,0,F,60.0,White,Home,Some college
90736,2014,8,Suicide,0,M,74.0,White,Home,Less than HS
90737,2014,8,Accidental,0,M,13.0,Black,Trade/service area,Less than HS
90738,2014,7,Suicide,0,M,23.0,White,Home,Some college
90739,2014,8,Suicide,0,F,59.0,White,Farm,BA+
90756,2014,9,Suicide,0,F,65.0,White,Home,BA+
90757,2014,8,Suicide,0,M,31.0,White,Home,Less than HS
90758,2014,8,Suicide,0,M,53.0,Native American/Native Alaskan,Home,BA+
90759,2014,9,Undetermined,0,F,65.0,Black,Home,BA+
90761,2014,9,Suicide,0,M,79.0,Native American/Native Alaskan,Home,Some college
90762,2014,9,Suicide,0,M,31.0,Native American/Native Alaskan,Home,HS/GED
90763,2014,9,Suicide,0,F,31.0,Asian/Pacific Islander,Home,BA+
90764,2014,9,Suicide,0,M,80.0,White,Other specified,HS/GED
90773,2014,9,Suicide,0,M,54.0,White,School/instiution,Some college
90777,2014,9,Suicide,0,F,48.0,White,Other specified,HS/GED
90779,2014,9,Suicide,0,M,39.0,White,Home,BA+
90780,2014,8,Suicide,0,M,33.0,Black,Other unspecified,HS/GED
90788,2014,9,Suicide,0,M,37.0,Native American/Native Alaskan,Home,Some college
90803,2014,10,Accidental,0,M,73.0,White,Other specified,HS/GED
90808,2014,10,Suicide,0,F,56.0,White,Home,BA+
90812,2014,10,Suicide,0,M,58.0,Native American/Native Alaskan,Home,HS/GED
90813,2014,10,Suicide,0,M,80.0,Native American/Native Alaskan,Home,HS/GED
90819,2014,10,Suicide,0,F,19.0,White,Home,HS/GED
90823,2014,10,Suicide,0,M,48.0,White,Home,Less than HS
90827,2014,10,Suicide,0,M,74.0,White,Other specified,BA+
90828,2014,10,Suicide,0,M,32.0,Black,Home,Some college
90829,2014,10,Suicide,0,F,79.0,White,Home,BA+
90840,2014,10,Suicide,0,M,91.0,White,Home,HS/GED
90842,2014,10,Suicide,0,M,67.0,White,Trade/service area,HS/GED
90843,2014,10,Suicide,0,M,61.0,White,Street,Less than HS
90850,2014,10,Suicide,0,M,37.0,White,Home,BA+
90851,2014,10,Suicide,0,M,31.0,White,Home,BA+
90855,2014,10,Suicide,0,M,27.0,White,Other specified,Some college
90858,2014,9,Suicide,0,M,30.0,Native American/Native Alaskan,Home,HS/GED
90859,2014,11,Suicide,0,M,27.0,White,Trade/service area,Some college
90860,2014,10,Suicide,0,M,90.0,White,Home,BA+
90866,2014,11,Suicide,0,M,23.0,White,Farm,HS/GED
90867,2014,9,Accidental,0,M,32.0,White,Home,Less than HS
90873,2014,11,Suicide,0,M,35.0,White,Home,BA+
90877,2014,9,Suicide,0,F,35.0,Native American/Native Alaskan,Home,HS/GED
90878,2014,11,Suicide,0,M,33.0,Black,Home,Some college
90882,2014,11,Suicide,0,M,80.0,White,Trade/service area,Some college
90883,2014,11,Suicide,0,M,68.0,White,Farm,Some college
90884,2014,11,Suicide,0,M,67.0,White,Other specified,BA+
90889,2014,11,Suicide,0,F,22.0,White,Home,Less than HS
90892,2014,11,Suicide,0,F,35.0,White,Home,HS/GED
90899,2014,11,Suicide,0,M,25.0,White,Street,Some college
90904,2014,11,Suicide,0,M,59.0,Native American/Native Alaskan,Home,Some college
90909,2014,12,Suicide,0,M,31.0,Hispanic,Home,Some college
90911,2014,11,Undetermined,0,M,57.0,White,Other unspecified,Some college
90915,2014,11,Accidental,0,F,26.0,White,Home,Some college
90918,2014,12,Accidental,0,M,23.0,Black,Home,Some college
90919,2014,12,Suicide,0,M,38.0,White,Other specified,BA+
90926,2014,12,Undetermined,0,M,42.0,White,Other unspecified,HS/GED
90927,2014,12,Suicide,0,M,27.0,White,Other specified,HS/GED
90930,2014,12,Suicide,0,M,85.0,White,Home,Less than HS
90931,2014,12,Suicide,0,M,28.0,Black,Street,Some college
90934,2014,12,Suicide,0,M,23.0,White,Street,Some college
90938,2014,12,Suicide,0,M,26.0,White,Home,BA+
90946,2014,12,Suicide,0,M,24.0,Native American/Native Alaskan,Home,HS/GED
90947,2014,12,Suicide,0,M,39.0,Native American/Native Alaskan,Home,HS/GED
90954,2014,12,Suicide,0,M,73.0,White,Farm,HS/GED
90955,2014,12,Suicide,0,M,34.0,Native American/Native Alaskan,Other specified,Some college
90957,2014,12,Suicide,0,M,23.0,Hispanic,Home,HS/GED
90958,2014,12,Suicide,0,M,39.0,White,Home,Less than HS
90960,2014,12,Suicide,0,M,69.0,White,Trade/service area,HS/GED
90963,2014,12,Suicide,0,M,45.0,Native American/Native Alaskan,Home,HS/GED
90966,2014,12,Accidental,0,F,21.0,White,Street,Some college
90968,2014,12,Suicide,0,F,21.0,Hispanic,Home,HS/GED
90972,2014,11,Accidental,0,M,22.0,White,Home,HS/GED
90984,2014,1,Suicide,0,M,88.0,White,Home,Less than HS
90985,2014,1,Suicide,0,M,14.0,White,Other specified,Less than HS
90989,2014,1,Suicide,0,F,30.0,White,Other specified,Less than HS
90991,2014,1,Suicide,0,M,57.0,White,Other specified,Less than HS
90994,2014,1,Suicide,0,M,40.0,White,Home,Some college
90995,2014,1,Suicide,0,F,46.0,White,Home,Some college
91003,2014,1,Suicide,0,M,73.0,White,Home,HS/GED
91004,2014,2,Suicide,0,M,27.0,White,Other specified,Some college
91006,2014,1,Suicide,0,F,44.0,White,Home,BA+
91011,2014,2,Suicide,0,M,17.0,White,School/instiution,Less than HS
91014,2014,1,Accidental,0,M,54.0,White,Home,BA+
91019,2014,2,Suicide,0,F,41.0,Native American/Native Alaskan,Other unspecified,Less than HS
91024,2014,2,Suicide,0,M,31.0,White,Home,Less than HS
91026,2014,2,Suicide,0,F,73.0,White,Home,HS/GED
91027,2014,2,Suicide,0,F,23.0,Asian/Pacific Islander,Trade/service area,Some college
91028,2014,2,Suicide,0,F,68.0,White,Home,Some college
91035,2014,2,Suicide,0,F,48.0,White,Home,HS/GED
91038,2014,2,Suicide,0,F,40.0,White,Home,Less than HS
91040,2014,3,Suicide,0,M,70.0,White,Home,Less than HS
91042,2014,3,Suicide,0,M,57.0,White,Street,Less than HS
91043,2014,2,Suicide,0,F,39.0,White,Home,Some college
91050,2014,3,Suicide,0,M,47.0,White,Farm,HS/GED
91054,2014,2,Suicide,0,M,31.0,Asian/Pacific Islander,Home,HS/GED
91063,2014,3,Suicide,0,M,56.0,White,Other specified,HS/GED
91070,2014,3,Suicide,0,M,70.0,Hispanic,Home,HS/GED
91077,2014,4,Suicide,0,M,29.0,White,Street,Some college
91079,2014,4,Suicide,0,M,46.0,White,Other specified,BA+
91082,2014,4,Suicide,0,M,33.0,White,Street,Less than HS
91089,2014,4,Suicide,0,M,66.0,White,Other specified,Some college
91090,2014,4,Suicide,0,F,27.0,White,Home,Some college
91091,2014,4,Suicide,0,M,77.0,White,Home,Some college
91094,2014,4,Suicide,0,F,55.0,White,Home,HS/GED
91095,2014,4,Suicide,0,M,53.0,Hispanic,Other specified,HS/GED
91097,2014,4,Suicide,0,F,46.0,White,Home,BA+
91100,2014,4,Suicide,0,M,64.0,White,Industrial/construction,BA+
91101,2014,4,Suicide,0,M,66.0,White,Street,HS/GED
91105,2014,5,Suicide,0,M,27.0,Hispanic,Other specified,Some college
91110,2014,5,Suicide,0,M,43.0,White,Other specified,BA+
91111,2014,4,Suicide,0,M,85.0,White,Home,Some college
91114,2014,5,Suicide,0,F,52.0,White,Home,Less than HS
91115,2014,5,Suicide,0,F,40.0,White,Home,HS/GED
91116,2014,5,Suicide,0,M,75.0,White,Home,Less than HS
91118,2014,5,Suicide,0,M,34.0,White,Home,BA+
91120,2014,5,Suicide,0,M,42.0,White,Home,Some college
91129,2014,5,Accidental,0,M,43.0,White,Home,Less than HS
91130,2014,5,Suicide,0,M,67.0,White,Industrial/construction,HS/GED
91131,2014,5,Suicide,0,M,78.0,Native American/Native Alaskan,Home,HS/GED
91133,2014,5,Suicide,0,M,96.0,White,Home,HS/GED
91134,2014,5,Suicide,0,F,27.0,White,Home,Some college
91141,2014,3,Suicide,0,M,57.0,White,Other specified,HS/GED
91148,2014,5,Suicide,0,F,78.0,White,Home,HS/GED
91153,2014,3,Suicide,0,M,19.0,Asian/Pacific Islander,Home,Some college
91157,2014,4,Accidental,0,M,20.0,White,Other specified,Some college
91160,2014,6,Suicide,0,M,43.0,Hispanic,Home,Some college
91162,2014,6,Suicide,0,M,85.0,White,Farm,HS/GED
91163,2014,5,Suicide,0,M,51.0,White,Farm,BA+
91167,2014,6,Suicide,0,F,56.0,White,Home,Less than HS
91170,2014,6,Suicide,0,M,20.0,White,Home,Less than HS
91171,2014,6,Suicide,0,F,36.0,White,Home,BA+
91172,2014,5,Suicide,0,M,67.0,White,Street,HS/GED
91176,2014,6,Suicide,0,M,36.0,White,Industrial/construction,HS/GED
91177,2014,6,Suicide,0,M,45.0,White,Other specified,HS/GED
91179,2014,6,Suicide,0,M,15.0,White,School/instiution,Less than HS
91188,2014,6,Suicide,0,M,21.0,Hispanic,Home,Less than HS
91190,2014,6,Suicide,0,M,36.0,White,Other specified,Some college
91193,2014,6,Suicide,0,M,56.0,White,Other specified,BA+
91195,2014,6,Suicide,0,M,60.0,Asian/Pacific Islander,Home,Less than HS
91200,2014,7,Suicide,0,M,56.0,White,Street,HS/GED
91202,2014,7,Suicide,0,F,24.0,White,Home,Some college
91204,2014,5,Suicide,0,F,37.0,White,Other specified,Less than HS
91205,2014,6,Suicide,0,M,48.0,White,Trade/service area,BA+
91207,2014,6,Suicide,0,M,28.0,White,Street,BA+
91210,2014,6,Suicide,0,M,57.0,Hispanic,Home,HS/GED
91211,2014,6,Suicide,0,M,80.0,White,Street,HS/GED
91215,2014,6,Suicide,0,M,32.0,White,Other specified,Some college
91218,2014,7,Suicide,0,M,77.0,White,Home,Less than HS
91219,2014,6,Suicide,0,F,53.0,White,Home,BA+
91222,2014,7,Suicide,0,M,78.0,White,Home,Some college
91229,2014,7,Suicide,0,M,62.0,White,Other unspecified,BA+
91230,2014,7,Suicide,0,M,54.0,White,Street,Some college
91233,2014,7,Suicide,0,M,24.0,Asian/Pacific Islander,Other specified,Some college
91236,2014,7,Suicide,0,M,38.0,White,Home,Less than HS
91241,2014,7,Suicide,0,M,46.0,White,Home,BA+
91242,2014,7,Suicide,0,M,62.0,White,Other specified,BA+
91244,2014,7,Suicide,0,M,28.0,White,Other specified,HS/GED
91245,2014,7,Suicide,0,M,39.0,Hispanic,Other specified,HS/GED
91246,2014,7,Suicide,0,F,54.0,White,Other specified,Some college
91250,2014,7,Suicide,0,M,39.0,White,Other specified,BA+
91251,2014,7,Suicide,0,M,20.0,White,Home,Some college
91253,2014,8,Suicide,0,M,17.0,White,Street,Less than HS
91254,2014,8,Suicide,0,M,24.0,Native American/Native Alaskan,Home,Some college
91255,2014,8,Suicide,0,M,66.0,White,Industrial/construction,HS/GED
91256,2014,7,Suicide,0,F,37.0,White,Other specified,Some college
91257,2014,8,Suicide,0,F,40.0,Native American/Native Alaskan,Home,BA+
91265,2014,8,Suicide,0,M,35.0,Asian/Pacific Islander,Other specified,Less than HS
91272,2014,8,Suicide,0,F,87.0,White,Home,HS/GED
91278,2014,8,Suicide,0,M,39.0,White,Other specified,HS/GED
91286,2014,8,Suicide,0,M,13.0,White,Home,Less than HS
91287,2014,8,Suicide,0,M,24.0,Hispanic,Home,Less than HS
91291,2014,8,Suicide,0,M,80.0,White,Home,Some college
91297,2014,8,Suicide,0,M,69.0,White,Other specified,BA+
91304,2014,9,Suicide,0,M,62.0,White,Street,HS/GED
91316,2014,8,Suicide,0,F,58.0,White,Home,Less than HS
91317,2014,8,Suicide,0,M,56.0,White,Home,Less than HS
91318,2014,9,Suicide,0,M,47.0,White,Street,Some college
91320,2014,9,Suicide,0,F,80.0,White,Home,Some college
91327,2014,9,Suicide,0,F,61.0,White,Home,HS/GED
91329,2014,6,Suicide,0,M,30.0,White,Other specified,HS/GED
91335,2014,9,Suicide,0,M,20.0,White,Home,Some college
91339,2014,10,Suicide,0,M,31.0,Native American/Native Alaskan,Other unspecified,Some college
91340,2014,10,Suicide,0,M,34.0,White,Other specified,HS/GED
91343,2014,9,Accidental,0,M,71.0,White,Sports,Some college
91352,2014,10,Suicide,0,M,92.0,White,Home,HS/GED
91355,2014,9,Suicide,0,M,72.0,White,Street,BA+
91357,2014,10,Suicide,0,M,67.0,Asian/Pacific Islander,Home,BA+
91358,2014,10,Suicide,0,F,61.0,White,Home,HS/GED
91359,2014,10,Suicide,0,M,72.0,Hispanic,Home,Some college
91362,2014,10,Suicide,0,M,76.0,White,Home,Some college
91365,2014,10,Suicide,0,M,45.0,White,Street,HS/GED
91368,2014,10,Suicide,0,M,24.0,Hispanic,Home,HS/GED
91370,2014,10,Suicide,0,M,55.0,White,Street,Less than HS
91371,2014,10,Suicide,0,M,44.0,White,Trade/service area,HS/GED
91372,2014,10,Suicide,0,M,55.0,White,Other specified,HS/GED
91375,2014,10,Suicide,0,M,92.0,White,Home,Some college
91380,2014,10,Suicide,0,F,50.0,White,Home,Less than HS
91388,2014,10,Suicide,0,M,74.0,White,Street,Some college
91391,2014,10,Accidental,0,F,20.0,White,Other specified,Some college
91392,2014,11,Suicide,0,M,61.0,White,Street,BA+
91396,2014,10,Suicide,0,M,44.0,White,Other specified,BA+
91399,2014,11,Suicide,0,M,22.0,Asian/Pacific Islander,Other specified,BA+
91401,2014,11,Suicide,0,M,88.0,White,Home,Some college
91407,2014,11,Suicide,0,M,83.0,White,Trade/service area,HS/GED
91412,2014,11,Suicide,0,M,82.0,White,School/instiution,Some college
91413,2014,11,Suicide,0,M,50.0,White,Trade/service area,Some college
91416,2014,11,Suicide,0,M,49.0,White,Street,Some college
91420,2014,11,Suicide,0,M,72.0,White,Home,Some college
91423,2014,11,Suicide,0,M,49.0,White,Other specified,HS/GED
91437,2014,11,Suicide,0,F,44.0,White,Trade/service area,HS/GED
91441,2014,12,Suicide,0,F,62.0,White,Home,BA+
91444,2014,12,Suicide,0,M,47.0,Hispanic,Home,Some college
91445,2014,12,Suicide,0,F,61.0,White,Home,Less than HS
91448,2014,12,Suicide,0,F,42.0,White,Home,Less than HS
91449,2014,12,Suicide,0,M,38.0,White,Trade/service area,Some college
91455,2014,12,Suicide,0,M,71.0,White,Trade/service area,HS/GED
91456,2014,12,Suicide,0,M,33.0,White,Other specified,HS/GED
91460,2014,12,Suicide,0,F,34.0,White,Home,BA+
91466,2014,12,Suicide,0,M,75.0,White,Other specified,HS/GED
91468,2014,12,Suicide,0,F,39.0,White,Home,Less than HS
91469,2014,12,Suicide,0,M,94.0,White,Home,HS/GED
91471,2014,12,Suicide,0,M,18.0,Hispanic,Home,Less than HS
91473,2014,11,Suicide,0,F,55.0,White,Home,HS/GED
